displacement,horsepower,weight,cylinders,modelYear,drivetrain,transmission,mpg
1.7,162,2784,4,1979,0,2,39.8
2.4,227,2794,6,2005,2,1,40.5
2.3,212,2596,6,1990,3,0,35.7
1.5,141,2113,4,2001,3,1,49.4
4.4,367,2931,10,2016,3,0,25.8
1.4,158,2952,4,2000,3,1,42.3
2,114,2958,4,2018,2,1,47.7
4.3,350,3236,10,2022,2,0,25.7
1.8,129,2586,4,1972,0,2,40.1
2.9,289,3414,8,1996,3,0,26.6
1.9,143,2898,4,1992,2,0,42.7
2.6,242,3375,6,1973,2,2,28.1
3.7,319,3023,8,1974,2,1,23.8
2.3,246,2370,6,1994,1,2,38.5
3.8,392,3507,10,2009,2,2,24.1
2.6,262,2810,6,2019,0,0,39.5
4.1,360,3516,10,2021,3,0,24
1.1,77,2156,3,1972,0,2,47
2.7,240,3152,6,1999,2,2,33.4
1.8,137,2423,4,2023,0,0,52.8
4.1,357,2839,10,2018,1,1,29.8
2.5,223,2543,6,2001,2,0,37.7
2,116,3180,4,1982,3,0,39.6
3.2,326,2864,8,1977,1,2,28.2
1.7,140,2197,4,1984,0,2,47.1
1.9,141,3145,4,2007,3,1,43.1
3.7,404,2780,10,1987,3,1,23.6
3.2,264,3022,8,2001,0,0,31.4
2.6,189,2729,6,1999,0,2,41.4
3,334,2847,8,1991,0,2,29.2
2.1,175,3195,4,1986,2,1,39.1
2.8,198,3163,6,1993,0,0,34.9
4.5,344,3290,10,1995,1,2,23.3
1.3,122,2902,4,2019,3,1,48.2
1.8,141,2274,4,1983,3,0,43.7
2,154,3178,4,1973,3,2,34.8
4.1,349,3207,10,1998,0,2,23
3,280,2547,8,1973,1,1,27.9
4.2,389,3746,10,2017,0,2,22.5
2.3,245,2291,6,2002,2,0,41.8
4.9,413,3291,12,1978,1,0,12
5.1,478,3629,12,1980,0,0,9
2.3,238,3170,6,2012,1,0,39.3
2.5,205,2972,6,2000,3,0,38
2,194,2973,4,1973,0,1,36.5
3,327,3162,8,2009,3,2,31.3
1,144,1972,3,1997,1,1,49.4
1.3,164,2260,4,1977,0,0,42.4
4.8,445,3236,12,2014,3,0,19
2.3,261,2925,6,2001,3,0,33.7
1.5,196,2271,4,2022,3,2,50.6
3,272,2978,8,2004,0,0,34.3
5.2,393,3562,12,1994,1,1,17.1
1.9,184,2366,4,1998,3,0,42.9
2.9,213,3271,6,1981,3,1,29.8
4.7,420,3910,12,1998,1,1,15.2
2.5,190,2741,6,2001,3,1,38.4
1.4,134,2569,4,1979,1,1,44.1
3.2,288,3427,8,1981,3,1,24.3
3.2,336,3424,8,1994,3,1,26.4
1.9,170,2698,4,1997,1,2,42.9
2,180,2404,4,2016,2,1,46
2.6,205,2991,6,2024,2,2,43.2
3.7,274,3683,8,1995,3,0,25
2.8,252,3045,6,1977,1,0,31.2
2.1,215,2997,6,1985,3,1,36.2
2.8,211,3306,6,2023,2,1,39
1.4,182,2133,4,2022,0,1,52.8
3.8,363,3318,10,2014,0,0,26.2
1.4,170,2903,4,1979,1,0,40.5
1.7,125,2552,4,2024,1,0,49.3
1.9,168,2376,4,1975,2,1,40.9
1.2,78,2476,3,2017,1,1,55.3
1.1,131,2217,3,1993,0,0,48.7
1.9,184,3017,4,2017,1,0,44.1
3,311,2778,8,1985,2,0,28.3
1.3,142,2372,4,1974,3,1,44
1.9,161,2730,4,2012,1,1,46.9
2.4,237,2886,6,1991,1,1,34.1
2.8,239,2697,6,2023,3,0,42.1
1.7,136,2512,4,2008,3,1,47.9
1.9,115,2361,4,1994,2,1,48.2
1.8,131,2927,4,2003,0,2,44
1.5,196,2955,4,1979,2,2,39.1
2.6,249,3063,6,2015,3,1,37.1
3.7,334,3375,8,1977,0,0,22.4
2.7,241,3069,6,1990,0,0,34.1
1.4,184,3007,4,2000,3,1,41.3
1.4,124,2864,4,2011,1,0,46.5
3.7,259,3130,8,2017,3,2,33.9
3.3,253,2806,8,1972,2,2,28.2
3.2,297,2856,8,1992,1,0,28.4
1.5,117,3023,4,1989,0,0,41.5
2.7,242,2656,6,2020,1,1,42.8
4.9,475,3894,12,1971,3,0,9
5.1,433,3951,12,1996,3,0,11.5
2,134,2912,4,2013,3,1,45.3
1.4,195,2512,4,1975,2,1,40
4.7,456,3106,12,1980,2,2,14.2
2.4,269,3116,6,1970,3,2,27.7
1.3,134,2347,4,2002,1,0,48.6
1.6,190,2762,4,2004,1,0,43.8
2,160,2348,4,1990,2,1,44.3
1,125,2577,3,2002,1,2,50.8
1.9,198,2256,4,2007,1,0,46.6
3.3,340,2811,8,2007,3,2,32
1.3,171,2947,4,2021,0,0,48.7
3.2,331,2576,8,2015,0,1,34.2
2,194,3089,4,2014,0,2,42.9
1.9,117,2846,4,1976,1,2,40
3.4,282,3597,8,2003,3,0,28.6
1.7,161,2172,4,2006,1,2,49.5
2.1,120,2379,4,1975,2,0,43.2
3.9,370,2833,10,1991,0,2,24.4
2.2,185,2365,6,2005,3,0,43
4,322,3683,10,2011,1,2,23.7
3.5,295,3010,8,1973,3,0,23
1.8,168,2592,4,2008,2,0,46.1
4.1,353,3508,10,2016,2,2,26.6
4.2,337,3161,10,1990,3,1,23.1
3.5,298,3238,8,2018,0,1,31.4
2.3,181,2941,6,1974,0,1,34.5
4.8,398,3521,12,1986,0,1,13.8
1.4,155,2946,4,2011,3,2,44.8
1.6,157,2605,4,2022,3,2,49.2
2.3,217,2618,6,1981,1,0,36
1.6,141,2196,4,1991,2,2,47.7
2.5,268,2668,6,1997,0,2,36.2
3.2,293,2647,8,1998,1,1,32.7
3.8,367,3617,10,2015,3,0,21.8
4.6,451,3166,12,1996,0,1,18.1
4.8,413,3174,12,1987,3,2,14.6
3.4,283,2701,8,2010,1,0,33.7
3.2,257,3098,8,2007,3,1,32.6
4.6,466,3564,12,1997,0,2,13.5
1.1,83,2370,3,2006,0,0,54
4.7,422,3244,12,2007,0,1,20.9
4.2,353,3335,10,1978,0,1,18.7
3.1,260,3130,8,1988,2,1,28.2
3,279,3099,8,1994,0,1,29.7
1.7,154,2153,3,2000,1,1,50.5
1.8,180,2697,4,1976,0,1,38.4
2.4,225,3291,6,1976,2,0,31.6
1.4,149,2787,4,2021,1,0,48.9
3.8,354,3095,10,2009,2,2,26.3
3.7,333,3287,8,1987,0,1,23.7
1.5,128,2770,3,1982,1,1,44
1.1,158,2812,3,2010,0,0,46.2
1.6,148,2810,4,1986,3,2,40.6
1.4,123,2629,4,1998,3,1,47.5
2.8,211,2492,6,2019,2,1,43.4
4.1,369,3046,10,1972,0,1,20.4
2.1,135,2328,4,1999,2,2,48.4
2.8,190,2441,6,1974,2,0,34.4
1.4,149,2891,4,2001,3,0,43
5.1,470,3136,12,2012,1,0,16.4
3.2,254,2989,8,2024,1,2,38.2
2.7,236,3072,6,1995,0,0,36.5
2.4,200,2572,6,2005,1,0,42.6
3.1,267,2869,8,2002,0,2,35.1
2.6,257,2486,6,1975,3,2,35
1.9,128,3097,4,2021,0,0,45.8
2.4,254,3189,6,1977,0,2,30.3
4.5,334,3527,10,2001,0,0,21.9
5,399,3240,12,2003,1,2,21.1
3,269,2758,8,2022,2,2,37
2.1,181,2296,4,1979,1,2,40
1.3,162,2756,3,1987,1,0,42.2
4,382,3573,10,2006,3,1,20.7
2.4,250,3194,6,1992,3,0,32.1
5.2,425,3894,12,1970,2,1,9.2
3.6,317,3163,8,2019,0,0,32.6
2,190,2455,4,1982,0,0,40.3
2.2,205,2524,6,1990,2,0,38.3
3.3,310,3557,8,2015,1,1,30.2
3.4,337,3474,8,1998,0,1,24.8
3.9,403,3127,10,2008,0,0,24
4.9,465,3341,12,1981,2,2,12.2
1.5,102,2648,3,2016,3,0,48.7
2.2,206,2552,6,2006,0,2,44
2.2,188,3023,6,1990,1,1,37.2
1,101,1995,3,1991,0,1,51.6
3.7,358,3235,10,1980,2,0,20.6
3.5,331,3071,8,2006,0,2,31.1
1,109,2723,3,1990,3,1,46.8
1.3,124,2172,3,2017,1,1,54.3
2.7,231,3046,6,1991,2,0,33.4
2.3,221,2291,6,2004,3,0,40.5
1.6,141,3045,4,2009,1,0,43.3
4.5,396,3507,12,1980,1,2,14.8
3.3,272,3006,8,1990,3,2,30.6
1.9,167,3076,4,1999,2,0,42.7
1.1,147,2724,3,1977,3,0,43.1
3.7,326,3023,8,2011,2,1,30.9
1.7,159,2265,4,2001,0,0,48
1.5,114,2410,4,1981,3,0,44.2
1.7,126,2316,4,1989,3,0,46.3
3.1,277,2996,8,1983,2,0,29.1
3.2,297,3493,8,1985,1,0,23.7
1.8,114,3120,4,1970,0,0,38.5
2.5,211,2678,6,1993,3,1,38.8
1.8,171,2656,4,1981,1,0,40.5
5,399,3875,12,1979,1,1,11.8
1.4,154,2178,4,1984,1,2,45.8
2.7,182,3007,6,2021,0,2,42.5
1.6,157,2494,4,1976,2,1,41.2
1,108,2037,3,1974,0,0,48
1.7,150,2350,4,2014,1,0,48.8
2.6,193,3322,6,2012,1,2,38.6
1.3,180,2630,4,2023,2,0,47.7
2.3,263,2929,6,1972,0,0,29.2
3.8,335,3163,10,2002,3,2,25.3
4,404,3021,10,1982,3,2,21.1
2,146,2472,4,1971,1,1,41.2
2.3,223,3105,6,1997,2,0,36.5
4.2,409,3000,10,1977,0,2,18.2
3.8,404,3219,10,1981,1,1,20
1.4,95,2901,3,1991,0,0,44.6
4.1,345,3149,10,1994,0,1,24.3
1.8,198,2627,4,1995,0,0,43.3
1.6,97,2892,3,1995,0,1,46.6
4.3,365,3202,10,1993,0,1,22.4
3.1,331,3026,8,2020,3,1,32.1
2.2,241,2835,6,2003,1,1,39.8
2.6,210,2744,6,1994,1,2,36.5
1.4,139,2161,4,2006,3,1,48.2
1.5,194,2363,4,1979,2,1,42.4
3,295,2722,8,2003,3,2,32.9
1.5,126,2967,4,2020,2,1,49
3.6,297,3281,8,1989,1,2,25.4
2.2,232,2556,6,2007,0,0,41.1
2.4,260,2948,6,1982,0,1,32.7
3.3,251,2708,8,1973,0,1,29.8
5.1,399,4050,12,1979,3,0,9.7
1.8,144,2699,4,1996,0,2,44.6
2,112,2830,4,1973,3,1,39.9
1.4,111,2919,4,2016,1,1,50.2
1.8,186,3089,4,2024,1,1,44.5
3.1,277,2671,8,2013,2,0,35.6
1.5,194,2763,4,1997,0,2,42
2,176,2564,4,2008,3,0,44.2
3.6,274,3309,8,2003,0,2,30.7
1.9,147,2510,4,1987,0,0,41.7
3.9,322,3112,10,2009,2,2,26.5
4.8,406,3400,12,2008,0,1,18.1
2.2,237,2464,6,1993,3,0,36.4
1.3,192,2911,4,2022,1,2,45.8
2.2,269,2631,6,1992,1,1,36.7
1.8,170,3131,4,1972,0,1,38
1.3,167,2608,4,2015,3,2,46.9
5.2,429,3752,12,1982,3,0,10.5
2.2,222,2272,6,1988,1,1,39.8
1.7,102,2393,3,1980,0,2,45.7
3.7,271,3685,8,1987,2,2,24.4
2.7,247,3318,6,2023,1,0,39.4
1.8,185,2922,4,1995,0,1,40.9
2.9,252,3260,8,1983,1,1,28.1
1.8,124,2449,4,2022,1,0,50.2
1.6,166,2875,4,1987,3,1,39.2
3.7,286,2812,8,2023,3,1,36.6
2.2,200,2349,6,1992,2,0,40.8
2.1,134,3074,4,1974,3,1,38.3
3.1,304,3178,8,2021,1,2,34.1
1.6,120,2291,4,2002,2,2,50.4
2.3,266,2572,6,1998,3,2,35.6
2.5,189,2538,6,1990,1,1,40.7
3.3,266,2756,8,2024,1,1,37.5
1.5,125,2804,4,1977,2,2,41.7
2,179,2447,4,1987,0,0,42.3
1.8,119,3071,4,1985,1,2,42.5
1.7,154,2453,4,2013,1,2,49.5
3.1,263,2676,8,1990,0,1,33.2
1.8,166,2254,4,2009,3,2,49.6
2.5,237,2833,6,2009,2,2,37.4
1.8,132,2593,4,1982,0,2,44.5
2.5,217,2643,6,2009,1,0,38.9
2.7,212,2604,6,2015,0,0,40.5
1.8,111,3013,4,1997,1,2,44.7
1.3,174,2103,4,1986,3,0,45.2
1.8,198,2701,4,1988,1,2,41.5
3.5,285,3307,8,2018,1,0,31.8
5.1,445,3937,12,2006,2,1,12.8
1.6,199,2685,4,1972,0,2,38.2
1,145,2162,3,1997,1,0,51
1.3,187,2313,4,2017,3,0,47.8
5,421,3595,12,2004,0,1,18.1
1,147,2008,3,2010,1,2,54.4
3.2,312,3003,8,2014,3,0,30.7
2,198,2949,4,2007,0,0,40.7
4.8,399,3759,12,1989,3,2,13.6
4.1,381,2930,10,1970,0,2,20.5
2.6,207,3308,6,2002,2,1,37.2
4.3,334,3531,10,2022,0,1,25.5
2.4,259,2943,6,1999,3,0,35.5
4.7,449,3366,12,1981,3,0,10.3
4.2,353,3670,10,1998,3,0,20.4
1.3,167,2986,4,2006,2,2,44.8
2.3,251,2649,6,1995,3,0,37.1
3.5,288,3204,8,2001,0,1,28.6
1.9,155,2691,4,1978,1,1,38.9
1.3,76,2786,3,2011,0,1,51.5
4.4,354,3518,10,2000,3,0,20.7
2.8,234,2965,6,2015,1,0,38
3.9,393,3107,10,1975,1,2,18.8
2.6,240,2837,6,1992,3,1,34.1
2.4,248,2412,6,1984,2,0,35.8
1.5,129,2854,4,1984,2,1,43.2
1.5,164,2252,3,2017,0,1,50.8
4.3,350,3052,10,1974,2,0,18.9
3.9,386,2999,10,2017,3,1,28.1
2,148,2466,4,1981,3,2,41.4
3.5,315,3307,8,1988,1,2,25
1.6,176,2157,4,1972,3,0,41.7
3.2,305,2990,8,1987,3,1,27.5
5.2,413,3716,12,1997,2,0,12.5
1.4,80,2094,3,2017,2,2,55.9
1.6,180,2945,4,1976,1,1,38.6
2,127,2856,4,1978,1,1,41.4
4,333,2943,10,2013,3,0,26.6
1,124,2714,3,1976,0,0,43.1
3.9,355,3744,10,2020,1,1,25.6
2.3,189,2521,6,1998,0,2,42.5
3.6,335,3119,8,1999,2,0,26.4
4.2,395,3578,10,1970,1,0,14.5
4.2,338,3552,10,1999,3,0,22
1.4,195,2310,4,1973,3,2,40.6
1.6,186,2118,4,2020,2,2,50.4
1.5,116,2230,4,1977,1,1,46.3
2.1,183,2465,4,2009,2,0,44.4
4.6,471,3348,12,2006,2,0,16.1
3.2,302,2630,8,1971,0,1,28.9
3.3,255,2869,8,2021,1,2,36.4
2.6,262,2508,6,1971,0,2,33.6
1.9,174,2441,4,2017,0,2,47.5
3.7,260,3631,8,2013,3,2,29.7
2.8,261,2712,6,1973,2,1,31.4
2,148,2943,4,2006,1,1,45.8
4.7,441,3812,12,1985,3,1,10.6
3.8,398,3734,10,2000,1,0,20.7
1.5,121,2161,4,2004,0,2,49.3
2.7,217,3078,6,2012,1,2,40.6
1.3,147,2886,3,1979,1,0,42.4
1.4,122,2489,4,2020,2,2,50.7
5.1,393,3695,12,1982,0,2,13.2
2.7,194,2498,6,2022,0,0,45.4
1.8,118,2713,4,1990,1,0,42.8
4.7,458,3435,12,1992,1,0,15.1
2.1,216,2517,6,2016,0,0,42
3.6,334,3211,8,1982,3,2,25.5
2.6,189,2425,6,2010,0,1,45.1
1.5,104,2061,3,2015,0,0,53.4
1.3,122,2976,4,1991,0,0,44.1
2.8,269,3392,6,2012,2,0,34.4
4.1,336,3198,10,1982,3,2,20.7
4.1,399,3690,10,2012,1,1,22.2
2,133,2714,4,2002,0,0,46.6
3.6,313,3484,8,2002,3,2,25.4
3.3,321,2650,8,1970,1,0,26.7
3.9,327,3042,10,2002,1,0,25.4
1.6,139,2714,4,2016,1,1,49.3
1.6,118,2635,4,1972,1,2,41.3
2.6,250,3259,6,2004,1,1,35.7
2.9,200,3292,6,2011,3,2,35.8
1.2,163,2027,3,2011,0,1,53.5
3.1,335,2589,8,1988,2,1,29.9
1.8,144,2797,4,2003,3,0,42.4
1.8,139,2669,4,1991,0,2,45.6
1.7,178,2440,4,1975,1,2,42.7
2,166,3169,4,1994,2,2,41.1
1.1,129,2799,3,2010,0,1,48.2
4,376,3246,10,1971,3,0,16.5
5.2,468,4014,12,2024,2,0,15.2
1.5,90,2372,3,1991,0,1,48
2.7,263,2722,6,2000,3,1,35.2
1.8,137,2997,4,2004,3,2,42.4
1.4,192,2532,4,2008,1,0,45.8
1.9,132,2267,4,1987,3,1,43.9
3.4,251,2762,8,2017,1,2,38.7
2,179,2867,4,2003,0,1,43.4
4.5,394,3209,10,1976,2,2,17.7
3.8,394,3608,10,2019,0,0,25.2
1.9,155,2952,4,1980,3,2,40.2
1.3,167,2050,4,1979,0,0,44.5
1.5,167,2253,4,1985,3,2,44.7
3.4,331,3401,8,1978,2,1,21.7
4.8,413,3711,12,1974,1,1,12.4
1.4,193,2416,4,1980,0,1,42.9
3,267,2671,8,2013,0,2,38.5
1.5,170,2301,4,2004,0,2,46.9
4.1,406,2837,10,1998,3,0,21
1.6,129,2566,4,1984,1,1,43.6
1.2,87,2469,3,1975,3,2,44.2
1.9,173,3001,4,1990,3,0,38.8
3.5,301,3213,8,1999,1,0,27.7
2.9,282,2572,8,2015,0,0,37.9
2,137,2376,4,1999,1,0,46.1
2.2,248,2924,6,2021,2,2,41.9
4.6,407,3484,12,1985,2,1,15.2
1.5,131,2399,4,1979,1,0,45.1
1.9,124,2639,4,1976,3,1,40.4
3.9,344,3362,10,2017,1,0,25.5
3.9,384,3146,10,2006,0,1,26.1
1.6,121,2700,4,2021,1,0,49.2
1.8,169,2983,4,2001,0,1,42.8
2.6,214,2452,6,1988,2,0,38.1
2.3,242,2858,6,2018,1,0,39.5
2.3,189,2588,6,2020,3,0,45.2
3.1,329,2927,8,1987,3,1,28.4
1.8,124,2932,4,1981,0,0,39.9
4.3,404,3869,10,1987,2,2,14.2
1.6,123,2452,4,2017,3,2,49.6
1.1,128,2563,3,2016,1,0,49.9
2.8,250,3161,6,2004,1,0,36.5
3,288,2690,8,2008,2,2,35.2
5.2,435,3801,12,1971,0,2,9
3.1,338,2747,8,2018,0,0,34.4
2,144,2533,4,1980,1,2,42.2
3.1,308,2986,8,2009,1,0,33
2.5,270,2562,6,2012,2,2,40.5
1.7,188,2134,4,2002,1,1,46.4
5.1,400,3771,12,1977,3,1,11.8
1.5,119,2312,4,2010,0,2,50.4
1.3,131,2931,3,2011,1,1,49.2
2.2,237,3083,6,1982,1,1,34.1
1.8,163,2979,4,1992,3,0,38.8
2.6,267,2697,6,1979,3,2,32.8
1.1,161,2811,3,1987,0,0,42.6
5.3,396,3378,12,2018,1,2,22.2
2,111,2809,4,2002,1,2,46.9
4.8,420,3941,12,1996,1,2,13.8
1,94,2462,3,2012,1,2,52.1
1.7,152,2708,4,1972,3,2,41
4.7,459,3326,12,2000,0,0,15.9
1.9,183,2406,4,2012,2,2,48
3.6,317,3000,8,2015,1,1,31.3
1.8,137,3032,4,2007,2,1,45.7
2.1,120,2507,4,1986,2,2,45.2
2.6,200,2895,6,2012,2,2,41.6
1.8,126,2601,4,2014,0,0,49.9
4.7,466,3081,12,2024,3,1,21.4
1.3,188,2893,4,1992,2,0,41.1
3.2,339,3007,8,1974,1,0,22.4
4.5,342,3350,10,1984,3,0,18.6
1.6,156,2988,4,1999,3,2,41
1.4,183,2750,4,2019,2,2,48.9
1.9,156,2822,4,1987,2,2,41.4
2.6,208,2647,6,1997,0,2,38.9
1.8,121,2854,4,1992,2,1,42.5
3,264,3005,8,2008,3,1,33.5
4.4,325,3777,10,1997,0,0,21.6
2.6,242,2912,6,1970,2,1,29.4
1.5,159,2821,4,1982,1,2,40.8
4.2,331,3090,10,1998,2,1,24.6
1.7,191,2813,4,2022,1,0,45.8
2.3,242,2985,6,2009,2,2,39.3
3,262,3126,8,2020,2,1,36.7
2.5,240,2797,6,1988,1,0,34.1
2.1,166,2373,4,2006,1,0,44.6
4.1,375,3535,10,2022,0,1,25
4.7,445,3404,12,2006,3,2,16.9
4.4,392,3389,10,2003,1,0,20.9
3.7,382,3320,10,2007,2,1,23.8
1.8,134,2538,4,1999,2,2,46.8
1.2,141,2815,3,1985,0,2,46
1.9,191,3105,4,1980,2,1,35.2
1.9,183,2972,4,1994,1,0,38.7
3.1,326,2576,8,1990,3,2,31.6
2.4,201,2731,6,2017,2,1,43.5
4.6,480,3279,12,1972,0,1,9.5
1.8,156,2945,4,1973,0,1,38
2.1,212,2850,6,1993,2,1,38.3
1.2,84,2119,3,2019,2,0,56.4
2.1,255,2835,6,2019,1,1,39.8
1.6,142,2106,4,2011,0,1,50
1.9,165,2199,4,2016,2,0,48.5
1.8,182,2965,4,1973,2,1,35.8
3.9,357,3592,10,1978,0,1,18.1
1.9,126,2315,4,1976,3,0,41.5
1.3,178,2425,4,2009,1,0,49.2
2.5,226,3347,6,1981,1,0,30
1.9,115,2647,4,1970,1,1,41.9
2.3,193,2501,6,1981,0,2,38.9
2.5,261,3056,6,1999,2,2,34.4
4,358,2963,10,1994,1,0,23
1.5,119,2583,4,2001,0,2,49.4
5.2,454,3367,12,2017,0,0,19.4
2.3,199,2988,6,1989,2,0,36.4
1.5,122,2393,3,2023,0,2,55.3
5.2,423,3776,12,2003,3,1,13.3
1.5,194,2076,4,1985,1,0,45.4
2.7,202,2708,6,1971,0,0,34.7
4.1,357,2901,10,2021,2,2,28
3.2,284,3445,8,2004,2,0,28.1
2.9,294,2930,8,2010,1,0,35
3.6,295,3414,8,2022,1,1,33.7
4.5,420,3824,12,1991,2,2,13.6
1.9,197,2813,4,2013,2,1,45.4
2.5,253,2661,6,1992,3,1,34.1
1.9,182,2932,4,2019,0,0,44.6
3.7,272,2858,8,2013,3,2,34.6
4.1,364,3022,10,2020,3,1,26.4
1.3,131,2816,3,1975,3,2,40.1
2.5,235,2554,6,1976,1,1,33.3
1.6,133,2944,4,1980,0,0,42
4.7,429,3594,12,1976,0,1,11.3
2.6,270,3271,6,1979,2,1,28
3.5,330,2898,8,1981,3,2,25.5
3,335,2627,8,2012,2,1,33.7
2.1,153,2585,4,1982,3,1,41.2
1.4,196,2877,4,1987,2,2,40.8
2.8,268,2532,6,2013,0,0,38.6
2.6,257,3028,6,1979,0,2,31.7
1.5,130,2379,4,1983,1,0,44.6
5.2,445,3581,12,2002,1,1,16.6
1.6,139,2837,4,1995,0,1,42.9
1.7,188,2489,4,2004,1,2,46.2
1.8,176,2965,4,1970,1,1,38.4
5.1,426,3792,12,2011,1,0,15.1
4,328,3091,10,1996,2,0,23.8
1.5,143,2181,4,2016,3,2,51
4.9,429,4031,12,1985,2,0,9
3.3,267,3531,8,2024,1,0,33.1
3.6,292,3367,8,2018,3,2,31.8
1.4,156,2591,4,1973,1,2,41.3
1.4,159,2085,4,2015,2,2,50.1
2,124,2792,4,1972,1,0,39.4
1.7,120,2467,4,1974,1,2,42.2
1.7,187,2377,4,1977,2,1,41
2.2,213,2741,6,2023,3,2,45
3.2,272,3312,8,1987,1,0,28.6
1.9,194,2734,4,2000,2,1,41.6
1.6,192,2471,4,2015,1,2,47
3.4,327,2707,8,2017,1,1,33.6
1.6,111,2383,4,2009,3,2,49
1.9,196,2622,4,2000,1,2,43.6
4.7,449,3029,12,1992,0,0,18
1.4,85,2713,3,2020,3,0,52.8
4.1,392,3155,10,1978,0,0,17.2
1,87,2875,3,2023,3,1,51.7
2.8,198,2456,6,1999,1,0,39.3
4.3,362,3715,10,2006,2,1,22.6
2.4,252,2817,6,2021,0,2,41.8
1.5,191,2123,4,1988,3,0,42.5
2.5,183,2521,6,1996,2,1,39.1
2.9,232,2651,6,2012,2,0,40.8
1.9,140,2251,4,1971,3,1,42
1.5,164,3015,4,2009,1,0,43.8
3.6,306,3413,8,2012,1,1,30.4
3.5,284,3605,8,1988,2,2,24.9
2,176,3085,4,1973,3,2,34.5
2,164,2299,4,2014,2,1,49.1
1.7,118,2392,4,2015,1,1,51.2
2.1,208,2957,6,1996,1,0,37.9
1.5,102,2351,3,1997,0,2,50.1
1.4,167,2850,4,1991,1,2,44.1
1.8,142,2741,4,1996,2,0,43.3
3.2,281,3368,8,2008,3,2,29.2
3.8,352,3342,10,1987,1,2,22.2
1.7,157,3006,4,1990,1,1,41.8
1,77,2536,3,1997,1,0,51.7
1.4,190,2703,4,1990,2,1,41
1.6,118,2582,4,1971,0,1,41.1
1.7,150,2763,3,2022,0,2,49.2
3.7,305,2807,8,2022,0,2,34
1.5,94,2447,3,2006,0,1,50.7
2.1,199,2581,6,1986,1,1,38.8
4.5,456,3219,12,1991,0,2,14.8
1.9,124,2955,4,2020,0,0,49.3
1.6,151,2333,3,1998,2,1,46.4
1.4,174,2201,4,2012,3,0,48.1
5.3,405,3285,12,1997,3,2,15.5
1.5,152,2285,4,2002,3,2,49.1
3.7,333,2918,8,2022,0,1,33.5
2.6,202,3277,6,1977,0,1,32
3.1,252,3365,8,1990,1,2,28.3
3.7,337,3636,8,2016,3,2,28.7
4.2,331,3157,10,2009,1,1,26.2
2.4,202,2872,6,1973,1,1,33.6
1.3,125,2102,3,1979,1,0,46
1.8,115,2360,4,1998,3,2,45.8
5,429,4022,12,2016,1,0,14.6
1.7,147,2469,4,1996,1,1,45.9
3.7,330,3332,8,1997,0,1,26.3
2.7,230,2598,6,2008,2,0,40.1
2.7,214,2959,6,1971,2,0,30.7
2.2,248,3072,6,2012,0,0,39.2
2.9,314,2678,8,2017,0,2,36.4
4.3,347,3438,10,1972,2,2,17.4
2.1,183,2232,6,2004,1,2,45.9
1.4,146,2550,4,2000,3,1,45.1
2.9,250,2732,6,1995,2,1,34.8
2.5,257,2659,6,2015,2,2,40.8
2,111,2365,4,2000,1,0,48.5
1.4,184,2550,4,1972,0,1,40
1.7,112,2828,4,1972,3,0,40.6
3.2,295,3250,8,2020,2,2,33.8
3,273,2841,8,2010,0,0,35.2
1.6,183,2420,4,1985,3,0,41.4
2,184,2647,4,2020,1,2,47
2.1,175,3105,4,1997,2,1,39.3
1,104,2487,3,2007,2,0,51.8
4.2,405,3117,10,2007,3,2,23.4
3.4,272,3106,8,1971,0,0,26.3
3.4,330,2952,8,2010,0,2,30.6
1.8,149,2875,4,2012,0,2,45.3
3.4,253,3120,8,2006,0,2,31.8
3.3,327,3201,8,1991,0,1,26.4
1.3,97,2511,3,2000,1,2,50.6
1,117,2359,3,2022,1,2,55.2
3.7,331,2738,10,1974,2,1,23
1.2,88,2109,3,1997,2,1,50.2
1.4,153,2734,4,1972,0,1,41.8
3.5,256,2774,8,1985,1,0,29.4
2.3,192,3099,6,2019,0,1,43.2
3,329,3370,8,1971,3,2,23.4
1.8,199,2836,4,2023,2,2,47
1.8,152,2562,4,1971,3,0,39.7
2,124,2313,4,1985,2,1,44.4
1.6,192,2708,4,1970,2,1,38.3
1.9,140,2170,4,1973,1,2,41.9
1.8,113,2324,4,1971,2,1,41.2
2,154,2414,4,2024,2,1,48.4
2.4,262,2860,6,2016,3,0,39.7
2.5,255,2369,6,2014,0,0,41.8
2.9,285,3247,8,1988,0,1,28.9
3.3,283,2909,8,2003,3,2,32.1
1.5,171,2157,4,2011,0,0,50.4
1.9,134,2349,4,1996,1,0,44.9
2,200,2884,4,1987,0,0,39.6
3.4,336,2869,8,1971,2,2,25.6
3.6,320,3615,8,2015,2,1,27.3
3.1,323,2799,8,1996,0,1,29.7
2.9,230,3279,6,2020,1,0,39.5
3.6,321,3422,8,1979,0,0,21.3
1.4,178,2454,4,1984,1,2,44.4
2.6,219,2893,6,2014,1,0,41.1
1.5,140,2123,4,1978,0,1,45
1.7,178,3082,4,2019,0,2,45.6
1.9,149,2692,4,2006,1,0,46.1
4.8,431,3797,12,1992,2,2,13.8
2.6,229,3047,6,1980,0,1,32.7
1.8,170,2907,4,1971,3,0,37.4
1.7,121,2905,4,2015,2,0,46.5
2,121,2942,4,1986,3,1,41.3
2.1,242,2879,6,1983,1,1,35.9
1.8,170,2700,4,1989,2,0,42.2
4.3,366,3382,10,1985,0,1,20.7
